NAME	FMISID	LPNN	WMO	LATITUDE	LONGITUDE	ELEVATION	GROUPS	STARTYEAR	ENDYEAR
Lapväärti Härkmeri	105555			62.15	21.45		Precipitation	1954	1966
Lapväärti Korsbäck	105745			62.2	21.65		Precipitation	1932	1939
Laukaa Kuusa	101359	2421		62.48	25.91	105	Precipitation	1958	1980
Laukaa Nurmijärvi	101557	3504		62.52	26	181	Precipitation	1967	1998
Laukaa Nurmijärvi Jokihaara	101538	3402		62.55	25.98	120	Precipitation	1961	1970
Laukaa Pellosniemi	105700			62.42	25.95		Precipitation	1930	1951
Laukaa Savio	101396	2531	5275	62.33	25.99	85	Weather	1988	1997
Laukaa Äijälä Hyyppäänmäki	101558	3505		62.53	26.01	118	Precipitation	1965	2005
Laukaa Äijälä Häppälä	101556	3503		62.52	26.01	97	Precipitation	2000	2002
Lavia	105867			61.6	22.6		Precipitation	1942	1966
Lehtimäki	106356			62.78	24.02		Precipitation	1924	1927
Lehtimäki	106060			62.78	23.87		Precipitation	1928	1930
Lehtimäki Keskikylä	105977			62.8	23.93		Precipitation	1942	1951
Leivonmäki	106264			61.92	26.12		Precipitation	1932	1935
Leivonmäki	105950			61.92	26.08		Precipitation	1924	1926
Leivonmäki Savanaho	105781			61.92	26.12		Precipitation	1938	1946
Lemi Nuppola	105858			61.07	27.95		Precipitation	1936	1951
Lemi Sairala	106143			61.03	27.67		Precipitation	1942	1952
Lemland Nyhamn	100909	3	2980	59.96	19.95	8	Weather	1958	
Lempäälä Kaakila	106408			61.35	23.6		Precipitation	1965	1966
Lempäälä Kaakila	106404			61.35	23.62		Precipitation	1964	1965
Lempäälä Kaakila	101115	1212		61.35	23.6	85	Precipitation	1949	1997
Lempäälä Miemola	105530			61.3	23.77		Precipitation	1942	1958
Leppävirta	105493			62.5	27.95		Precipitation	1922	1930
Leppävirta Konnus	106384			62.55	27.78		Precipitation	1936	1939
Leppävirta Kotalahti	106131			62.53	27.67		Precipitation	1942	1943
Leppävirta Kotalahti	101573	3604		62.55	27.6	114	Precipitation	1958	1989
Leppävirta Leppävirta	105469			62.48	27.82		Precipitation	1936	1957
Leppävirta Näädänmaa	106253			62.5	28.25		Precipitation	1942	1943
Leppävirta Petromäki	105732			62.58	27.88		Precipitation	1935	1950
Leppävirta Sorsakoski Osmajärvi	101408	2612		62.45	27.68	87	Precipitation	1908	2000
Lestijärvi kk	101678	4303		63.52	24.66	147	Precipitation	1908	2001
Lieksa Hattusaari	101618	3811		63.15	29.73	100	Precipitation	1936	1974
Lieksa Hattusaari	101625	3818	5668	63.23	29.7	157	Weather	1980	2002
Lieksa Hattuvaara	101644	3912		63.28	30.53	170	Precipitation	1974	2002
Lieksa Hietajärvi	101650	3918		63.17	30.71	173	Air quality	1987	
Lieksa Kivivaara	101774	4902		63.61	30.2	234	Precipitation	2004	2009
Lieksa Koli	101616	3809		63.11	29.76	165	Precipitation	1969	
Lieksa kpki	101642	3910		63.32	30.03		Precipitation	1969	1984
Lieksa Lampela	101636	3904	2796	63.32	30.05	98	Weather	1946	
Lieksa Ruunaa	101643	3911		63.43	30.43	151	Precipitation	1958	2004
Lieto	106006			60.55	22.43		Precipitation	1942	1948
Lieto Tammentaka	101070	1106		60.57	22.45	39	Precipitation	1947	2017
Liljendahl Michelspilton	106043			60.63	26.02		Precipitation	1960	1966
Liljendal Mickelspiltom	101215	1525		60.63	26.01		Precipitation	1900	1965
Liljendal Sävträsk	105475			60.57	26.22		Precipitation	1925	1958
Liminka	106250			64.78	25.45		Precipitation	1942	1945
Liminka Aavikko	101798			64.85	25.48		Precipitation	1900	1965
Liminka Konttinen	101795	5410	5244	64.83	25.46		Weather	1997	1998
Liperi Ahonkylä Kulmala	101622	3815		62.67	29.1	95	Precipitation	1941	1973
Liperi Ahonkylä Leppilampi	101591	3704		62.63	28.98	110	Precipitation	1965	1978
Liperi Joensuu airport	101608	3801	2929	62.66	29.61	118	Weather	1955	
Liperi Kaatamo	101611	3804		62.53	29.21	119	Precipitation	1937	1999
Liperi Liperinkylä	105450			62.52	29.37		Precipitation	1923	1966
Liperi Liperinkylä Pitkäpelto	105951			62.52	29.38		Precipitation	1942	1943
Liperi Tuiskavanluoto	101628	3821	2793	62.55	29.67	78	Weather	1997	
Lohja Leppäkorpi	100963	213		60.49	23.77	96	Precipitation	1968	
Lohja Nahkurintori	104331			60.25	24.06	56	Air quality (urban)	1997	2006
Lohja Nahkurintori 2	103144			60.25	24.06	20	Air quality (urban)	2009	
Lohja Porla	100974	307	2706	60.24	24.05	36	Weather	1949	
Lohja Virkkalan terveysasema	104353			60.19	24	68	Air quality (urban)	1988	2005
Lohja, Keskusta	104106			60.25	24.06	56	Air quality (urban)	2006	2009
Lohtaja	106300			63.92	23.5		Precipitation	1925	1930
Lohtaja Lohtajankylä	105667			64.02	23.5		Precipitation	1942	1962
Lohtaja Marinkainen	105916			63.93	23.45		Precipitation	1950	1951
Lohtaja Marinkainen	105662			63.95	23.45		Precipitation	1938	1948
Lohtaja Marinkainen	101671	4210		63.95	23.46	5	Precipitation	1925	2008
Loimaa Karsattila	101121	1219		60.89	22.98	78	Precipitation	1988	2008
Loimaa Kauppala	105831			60.85	23.05		Precipitation	1943	1945
Loimaa kaupunki	101099	1136		60.88	22.96		Precipitation	1900	1965
Loimaa Vesikoski	101111	1208		60.85	23.03	98	Precipitation	1961	1988
Lokalahti Varanpää	105759			60.7	21.38		Precipitation	1945	1953
Loppi Halla	105657			60.72	24.42		Precipitation	1923	1924
Loppi Hevosoja	101147	1319		60.69	24.36	119	Precipitation	1968	2005
Loppi Vojakkala	105520			60.78	24.15		Precipitation	1943	1966
Loppi Vojakkala	101138	1310		60.78	24.16	124	Precipitation	1943	2008
Loviisa	104086			60.45	26.23	2	Air quality (urban)	2014	2014
Loviisa keskusta	101032	503		60.47	26.21	12	Precipitation	1896	1979
Loviisa Orrengrund	101039	510	2992	60.27	26.45	1	Weather	1974	
Loviisa Valko	101031	502		60.4	26.25	20	Precipitation	1958	1971
Luhanka Judinsalo	101362	2426	2765	61.7	25.51	80	Weather	1990	
Luhanka Judinsalo	106030			61.72	25.65		Precipitation	1942	1966
Luhanka kirkonkylä	101347	2409		61.79	25.68	98	Precipitation	1934	2009
Luhanka Kirkonkylä	105566			62.78	25.67		Precipitation	1934	1941
Luhanka Tammijärvi	101348	2410		61.84	25.86	80	Precipitation	1967	
Lumijoki Ylipää	106044			64.85	25.15		Precipitation	1942	1943
Lumparland Långnäs harbour	151048	12	2724	60.12	20.3	10	Weather	2012	
Luopioinen Mustilahti	106105			61.35	24.7		Precipitation	1942	1948
Luopioinen Padankoski	105577			61.35	24.83		Precipitation	1924	1966
Luoto Eugmo	101656	4104		63.8	22.75	6	Precipitation	1955	2008
Luoto Kirkonkylä	105778			63.73	22.77		Precipitation	1935	1950
Luoto Risö	104330			63.72	22.75	5	Air quality (urban)	1994	2001
Luoto Vikarholmen	103153			63.7	22.76	2	Air quality (urban)	2001	
Luumäki Jurvola	106028			60.95	27.73		Precipitation	1942	1943
Luumäki Kurvila	106113			60.87	27.42		Precipitation	1945	1948
Luumäki Saareks	101227	1608		61	27.21	100	Precipitation	1908	2007
Luvia	105509			61.33	21.67		Precipitation	1925	1930
Luvia Peränkylä	101055	1012		61.33	21.65	7	Precipitation	1925	2010
Längelmäki	106195			61.72	24.58		Precipitation	1925	1932
Längelmäki Korvenkylä	105553			61.75	24.65		Precipitation	1942	1966
Längelmäki Tunkelo	106054			61.72	24.73		Precipitation	1946	1953
Maalahti	105963			62.93	21.53		Precipitation	1926	1934
Maalahti Bergö	101473	3012		62.97	21.2	5	Precipitation	1959	2008
Maalahti Strömmingsbådan	101481	3020	2781	62.98	20.74	2	Weather	1997	
Maalahti Övermalax	105496			62.88	21.73		Precipitation	1942	1962
Maalahti Över-Malax	101472	3011		62.95	21.63	12	Precipitation	1967	2001
Maaninka Haatala	106319			63.35	27.2		Precipitation	1936	1949
Maaninka Halola	106047			63.15	27.32		Precipitation	1939	1966
Maaninka Kurolanlahti	105926			63.07	27.23	88	Precipitation	1926	1939
Maaninka Tuovilanlahti	105481			63.23	27.1		Precipitation	1936	1960
Maaninka Varpasmaa	105726			63.15	27.03		Precipitation	1936	1939
Maaninka Venäjänsaari	106299			63.05	27.32		Precipitation	1936	1937
Maaria Hongastenranta	105814			60.42	22.23		Precipitation	1942	1944
Maarianhamina Lotsberget	100929	24	2969	60.09	19.94	57	Weather	2007	
Maksamaa Kerklax	106254			63.2	22.1		Precipitation	1942	1943
Maksamaa Maxmo	105478			63.2	22.05		Precipitation	1936	1937
Mariehamn West Harbour	151029	26	2997	60.09	19.93	2	Weather	2012	
Marttila Mäntsälä	105736			60.58	22.95		Precipitation	1942	1952
Marttila Prunkila	105876			60.58	22.8		Precipitation	1941	1966
Masku	106369			60.5	22		Precipitation	1923	1928
Masku Pappila	106035			60.55	22.07		Precipitation	1942	1948
Masku tutka-asema	101098	1135	2779	60.57	22.11	83	Radar	1989	1997
Mellilä Asema	106014			60.78	22.92		Precipitation	1942	1966
Merijärvi Pirttimäki	101693			64.3	24.43		Precipitation	1908	1965
Merijärvi Pirttimäki	101686	4311		64.42	24.33		Precipitation	1909	1996
Merikarvia Köörtilä	106015			61.77	21.53		Precipitation	1937	1966
Merikarvia Tuorila	101257	2003		61.85	21.65	39	Precipitation	1958	
Merimasku Heikola	105689			60.48	21.87		Precipitation	1926	1958
Merimasku Sannainen	105953			60.45	21.85		Precipitation	1942	1951
Merimasku Sannainen	100916	10		60.45	21.85	13	Precipitation	1942	2008
Messukylä Vehmainen	106048			61.48	23.83		Precipitation	1942	1945
Metsäpirtti Hatakkala	106027			60.53	30.52		Precipitation	1931	1936
Metsäpirtti Paukunmäki	105815			60.52	30.55		Precipitation	1931	1940
Metsäpirtti Tappari	106266			60.57	30.65		Precipitation	1931	1933
Miehikkälä Hauhia	101225	1606		60.72	27.7	40	Precipitation	1922	2008
Miehikkälä Saivikkala	105575			60.67	27.7		Precipitation	1922	1950
Mietoinen Ravea	101056	1013		60.67	21.83	20	Precipitation	1969	1984
Mietoinen Saari	101046	1003	5582	60.63	21.85	13	Weather	1958	2007
Mikkeli airport	101398	2602	2947	61.69	27.2	99	Weather	1959	
Mikkeli Anttola Pihlajasalo	101404	2608		61.67	27.8	85	Precipitation	1941	2009
Mikkeli Harjumaa	105896			61.85	27.03		Precipitation	1942	1945
Mikkeli Koskentaipale	106396			61.9	27.38		Precipitation	1942	1947
Mikkeli Liukkola	101409	2613		61.65	27.08		Precipitation	1954	1979
Mikkeli Otava	101403	2607		61.66	27.07	130	Precipitation	1958	2011
Mikkeli Pitkäaho	101415	2619		61.95	27.26	124	Precipitation	1979	2007
Mikkeli Pitkähiekka	101410	2614		62.01	27.19	109	Precipitation	1956	
Mikkeli Porrassalmenkatu	103149			61.69	27.27	89	Air quality (urban)	2003	
Mikkeli Rantakylä	101402	2606		61.67	27.22	107	Precipitation	1926	2014
Mikkeli Tuppurala	106245			61.68	27.3		Precipitation	1942	1946
Mikkeli Vilhonkatu	103984			61.69	27.27	90	Air quality (urban)	1996	1996
Mikkelin mlk Liukkola Ketola	101401	2605		61.65	27.06		Precipitation	1953	1979
Mouhijärvi Selkee	101271	2102		61.52	22.98	92	Weather	1934	1994
Muhos	105806			64.82	25.95		Precipitation	1922	1930
Muhos kk Laitasaari	101788	5403	5245	64.82	25.98	19	Weather	1922	2008
Muhos Leppiniemi	101802	5504		64.84	26.04	57	Precipitation	1968	2012
Multia Karhila	101536	3317	2927	62.51	24.81	227	Weather	2008	
Multia Multiankylä	105874			62.42	24.8		Precipitation	1942	1947
Multia Pirttiperä	101363	2427		62.41	25.05	180	Precipitation	1991	
Multia Sahrajärvi	101358	2420		62.44	25.01	185	Precipitation	1968	2004
Multia Sahrajärvi Linjala	101550	3414		62.5	25.16	247	Weather	1982	1991
Multia Sinervämäki	106320			62.38	24.85		Precipitation	1947	1949
Multia Vehkoo	101523	3304		62.52	24.7	150	Precipitation	1937	2008
Multia Vehkoo Kangasaho	105945			62.55	24.83		Precipitation	1925	1947
Multia Vehkoo Kivelä	105789			62.52	24.73		Precipitation	1941	1945
Munsala Monäs	105570			63.45	22.33		Precipitation	1942	1961
Munsala Storsved	105985			63.4	22.45		Precipitation	1935	1946
Muolaa Kirkonkylä	105719			60.55	29.57		Precipitation	1925	1938
Muolaa Koirala	105791			60.57	29.53		Precipitation	1931	1934
Muolaa Kuusa	105711			60.6	29.03		Precipitation	1926	1928
Muolaa Kyyrölä	105862			60.55	29.5		Precipitation	1942	1945
Muolaa Leipäsuo	105434			60.57	29.1		Precipitation	1931	1945
Muolaa Pölläkkälä	106083			60.72	29.57		Precipitation	1922	1927
Muolaa Vihola	105983			60.52	29.4		Precipitation	1931	1938
Muonio Alamuonio	101969	8201		67.97	23.67	252	Precipitation;Weather	1946	2015
Muonio kk Alaniemi	101971	8203		67.97	23.7		Precipitation	1946	1970
Muonio Laukukero	101982	8307	2820	68.06	24.03	760	Weather	1996	
Muonio parish	106435	8211	2823	67.96	23.68	236	Weather	2013	
Muonio Sammaltunturi	101983	8308	2821	67.97	24.12	555	Weather;Air quality	1991	
Muonio Tapojärvi	101970	8202		67.53	23.68	178	Precipitation	1965	1995
Mustasaari	106029			63.07	21.72		Precipitation	1942	1947
Mustasaari Björköby	101476	3015		63.35	21.33	10	Precipitation	1951	1977
Mustasaari Riimala	101474	3013		62.97	21.78	15	Precipitation	1967	
Mustasaari Sulva Forsbacken	101475	3014		62.97	21.68	13	Precipitation	1962	2009
Mustasaari Sulva Långmossen	101471	3010		62.95	21.7	8	Precipitation	1965	2002
Mustasaari Valassaaret	101464	3003	2910	63.44	21.07	4	Weather	1895	
Muuruvesi Pieksä	105485			63.1	28.07		Precipitation	1948	1964
Mynämäki Tiuvainen	105562			60.67	21.95		Precipitation	1942	1966
Myrskylä Myllykylä	105545			60.7	25.82		Precipitation	1942	1951
Mäntsälä Hirvihaara	103794	1440	2774	60.63	25.19	83	Weather	2015	
Mäntsälä Hirvihaara Kuntomajantie	101166	1415		60.62	25.22	78	Precipitation	1908	
Mäntsälä Purola	101183	1432	5487	60.58	25.49	50	Weather	1987	2006
Mänttä kpki	101318	2304		62.03	24.63	106	Weather	1959	1974
Mänttä Raja-Aho	101327	2313		62.02	24.71	140	Precipitation	1950	1995
Mäntyharju Halmeniemi	106007			61.27	27.22		Precipitation	1948	1953
Mäntyharju Halmeniemi	101229	1610		61.28	27.21	100	Precipitation	1948	2008
Mäntyharju Paasola	101206	1516		61.42	26.8	93	Precipitation	1903	1970
Mäntyharju Pärnämäki	101205	1515		61.3	26.58		Precipitation	1960	1970
Mäntyharju Toivola	101208	1518		61.5	26.71	83	Precipitation	1955	2008
Mäntyharju Vanonen	105694			61.23	27.25		Precipitation	1943	1966
Märket/Storby	100910	4		60.3	19.13	3	Weather	1896	1977
Naantali Karvetti	104149			60.48	22.05	18	Air quality (urban)	1989	1998
Naantali keskusta	100936	105		60.47	22.03	16	Weather	1954	1988
Naantali keskusta Asematori	100824			60.47	22.03	14	Air quality (urban)	1999	
Naantali Raula	100923	18	2996	60.39	21.94	7	Weather	1987	2009
Nakkila Järvikylä	105648			61.35	21.98		Precipitation	1942	1947
Nakkila Kivialho	101083	1119		61.38	22.06		Precipitation	1970	1996
Nastola Kirkonkylä	106122			60.95	25.93		Precipitation	1942	1944
Nastola Rakokiventie siirrettävä	104091			60.94	25.96	20	Air quality (urban)	2016	
Nastola Ruuhijärvi	106138			61.03	25.97		Precipitation	1942	1945
Nastola Villähti	106252			60.95	25.83		Precipitation	1927	1935
Nauvo	106271			60.18	21.97		Precipitation	1942	1944
Nauvo	105948			60.18	22.02		Precipitation	1922	1923
Nilsiä	105844			63.13	27.7		Precipitation	1923	1925
Nilsiä kk Uitti	101597	3710		63.22	28.06	100	Precipitation	1967	1993
Nilsiä Konttimäki	106147			63.23	27.92		Precipitation	1942	1943
Nilsiä Lastukoski	106221			63.2	28.25		Precipitation	1934	1937
Nilsiä Nilsiänkylä	105674			63.2	28.07		Precipitation	1942	1944
Nilsiä Pieksä	101596	3709		63.1	28.06	106	Precipitation	1948	2008
Nilsiä Vuotjärvi	101604	3717		63.2	28.26	106	Precipitation	1961	2009
Nilsiä Vuotjärvi	101598	3711		63.2	28.28		Precipitation	1929	1974
Nivala	105615			63.95	24.88		Precipitation	1926	1930
Nokia Tottijärvi	101116	1213		61.4	23.34	99	Precipitation	1959	
Noormarkku Finpyy	105697			61.58	21.92		Precipitation	1935	1964
Noormarkku Lassila	105490			61.62	22.23		Precipitation	1952	1966
Norrskär	106265			63.23	20.6		Precipitation	1943	1944
Norrskär/Mustasaari	101466	3005		63.25	20.7	14	Weather	1904	1980
Northern Baltic Proper wavebuoy	134220			59.25	21	0	Buoy	1996	
Nousiainen Koljola	101071	1107		60.62	22.11	27	Precipitation	1927	2009
Nuijamaa Hiirenkylä	105687			60.98	28.62		Precipitation	1933	1940
Nuijamaa Löysilampi	105633			60.97	28.68		Precipitation	1933	1940
Nuijamaa Räihä	106070			60.95	28.52		Precipitation	1942	1945
Nummi Huhti	106125			60.38	23.93		Precipitation	1942	1946
Nummi-Pusula Kärkölä	101108	1205		60.63	23.92	148	Precipitation	1942	2008
Nurmes keskusta	101772			63.55	29.13		Precipitation	1956	1967
Nurmes Lipinlahti	101621	3814		63.48	29.33		Precipitation	1968	1996
Nurmes Mujejärvi	101763	4803		63.82	29.45	252	Precipitation	1966	
Nurmes Palojärvi	105741			63.42	28.85		Precipitation	1942	1947
Nurmes Porokylä	101770	4810		63.55	29.08	124	Weather	1984	1993
Nurmes Ylikylä	101761	4801		63.62	29.11	116	Weather	1945	1971
Nurmijärvi Kirkonkylä	105980			60.47	24.78		Precipitation	1942	1948
Nurmijärvi Rajamäki	101136	1308		60.53	24.75	90	Precipitation	1949	2009
Nurmijärvi Röykkä	101149	1321	2983	60.51	24.65	111	Weather	1952	
Nurmo	106222			62.88	22.9		Precipitation	1926	1928
Nurmo Latikankylä	106174			62.85	22.95		Precipitation	1925	1927
Närpiö Alamarkku	101468	3007		62.63	21.49	35	Precipitation	1961	
Närpiö Norrnäs	105595			62.57	21.1		Precipitation	1936	1951
Närpiö Piolahti	104334			62.38	21.37	7	Air quality (urban)	1993	2003
Närpiö Pirttikylä	101470	3009		62.73	21.66	35	Precipitation	1908	2008
Närpiö Skrattnäs	106188			62.33	21.37		Precipitation	1924	1951
Närpiö Ylimarkku	101467	3006		62.62	21.46	20	Precipitation	1960	1993
Närpiö Ylimarkku Bodbacka	101469	3008		62.68	21.35	10	Precipitation	1965	2004
Närpiö Ylimarkku Räfsbäck	101484	3023		62.62	21.46		Precipitation	1900	1965
Närpiö Yttermark	105728			62.53	21.38		Precipitation	1942	1951
Oravainen	106283			63.3	22.38		Precipitation	1922	1926
Oravainen Karvat	106305			63.27	22.28		Precipitation	1941	1944
Oravainen Kimo	101487	3102		63.27	22.43	16	Precipitation	1943	2008
Oravainen Kirkonkylä	105585			63.3	22.38		Precipitation	1942	1945
Orimattila Keituri	101167	1416		60.83	25.43	95	Precipitation	1937	1996
Orimattila Käkelä	101153	1402	5085	60.81	25.77	78	Weather	1959	2008
Orimattila Viljamaa	105663			60.82	25.77		Precipitation	1925	1966
Oripää	105594			60.87	22.68		Precipitation	1922	1925
Oripää kk	101072	1108		60.85	22.71	70	Precipitation	1922	1982
Oripää Teinikivi	101081	1117		60.9	22.71	82	Precipitation	1968	
Orivesi Haavisto	105635			61.72	24.48		Precipitation	1942	1948
Orivesi Hiedanmäki	101336	2322	5669	61.64	24.34		Weather	1997	1998
Orivesi keskusta	101322	2308		61.67	24.35	100	Precipitation	1958	2006
Orivesi Onnistaipale	105853			61.7	24.32		Precipitation	1941	1951
Orivesi Paunula	105906			61.67	24.35		Precipitation	1959	1960
Orivesi Siitama	105489			61.62	24.22		Precipitation	1942	1966
Orivesi Uiherla	101320	2306		61.55	24.53	89	Precipitation	1909	2001
Orivesi Vehkalahti	105822			61.65	24.35		Precipitation	1935	1938
Orivesi Yliskylä	101321	2307		61.63	24.3	110	Precipitation	1965	2009
Oulainen keskusta	101684	4309		64.27	24.86	78	Precipitation	1946	1980
Oulainen Kirkonkylä	106152			64.27	24.8		Precipitation	1922	1949
Oulainen Ohineva	101687	4312	5154	64.23	24.88	78	Weather	1969	2008
Oulainen Oulaistenkylä	106368			64.27	24.8		Precipitation	1946	1947
Oulainen Petäjäkoski	105521			64.27	24.62		Precipitation	1924	1925
Oulu / Oulunsalo	101796	5411		64.94	25.37	12	Precipitation	2000	2006
Oulu airport	101786	5401	2875	64.93	25.37	11	Weather	1953	
Oulu keskusta 2	103125			65.01	25.47	5	Air quality (urban)	1997	
Oulu Linnanmaa	101789	5404	5145	65.03	25.48	13	Weather	1959	1996
Oulu Mustasuo	104286			65.05	25.44	8	Air quality (urban)	1991	1995
Oulu Nokela	103124			64.99	25.48	8	Air quality (urban)	1979	
Oulu Oulunsalo Pellonpää	101799	5414	2851	64.94	25.37	10	Weather	2007	
Oulu Pateniemi	101791	5406		65.08	25.38	17	Precipitation	1958	1981
Oulu Pyykkösjärvi	103126			65.04	25.5	8	Air quality (urban)	1991	
Oulu Santapankki	103807			65.23	24.97	0	Buoy	2015	
Oulu Simssi	104130			65.04	25.46	18	Air quality (urban)	1979	1990
Oulu Toppila	134248			65.04	25.42	0	Mareograph	1922	
Oulu Vihreäsaari harbour	101794	5409	2876	65.01	25.39	3	Weather	1996	
Oulu Välivainio	104129			65.03	25.49	14	Air quality (urban)	1979	1990
Oulun keskusta	104128			65.01	25.47	5	Air quality (urban)	1988	1997
Oulunkylä	106046			60.23	24.97		Precipitation	1922	1929
Outokumpu keskusta	101588	3701		62.72	28.98	116	Weather	1958	1979
Outokumpu Kokonvaara	101613	3806		62.78	29.15	100	Precipitation	1967	2002
Outokumpu Kuokkala	101593	3706		62.7	28.91	114	Precipitation	1962	1998
Outokumpu Kuusjärvi Sysmänkylä	101630	3823		62.78	29.1		Precipitation	1900	1965
Outokumpu Lukanvaara	101592	3705		62.65	28.98	122	Precipitation	1967	1974
Outokumpu Maljasalmi Sarvijärvi	101595	3708		62.7	28.88	127	Precipitation	1965	2002
Outokumpu Maljasalmi Voutilainen	101594	3707		62.7	28.9	124	Precipitation	1967	2009
Outokumpu Sukkulansalo	101615	3808		62.82	29.08	100	Precipitation	1967	1987
Outokumpu Sysmänkylä Suvisranta	101612	3805		62.67	29.03	100	Precipitation	1933	2012
Outokumpu Taipale Mustapuro	101614	3807		62.8	29.19	95	Precipitation	1959	2011
Outokumpu Viuruniemi	101590	3703		62.62	28.94	113	Precipitation	1961	
Paavola Pehkola Koskenkangas	105880			64.62	25.22		Precipitation	1942	1955
Padasjoki Kellosalmi	105946			61.35	25.03		Precipitation	1942	1944
Padasjoki Syrjäntaka	101165	1414		61.36	25.23	89	Precipitation	1956	2008
Paimio Kajanoja	105621			60.5	22.7		Precipitation	1941	1966
Paimio Ruokolinna	106212			60.47	22.78		Precipitation	1942	1966
Paimio Taatila	101066	1102		60.5	22.76	52	Weather	1949	1968
Paltamo Keräsenvaara	101739	4615		64.4	27.58		Precipitation	1987	1990
Paltamo Uura	106192			64.48	27.92		Precipitation	1942	1946
Parainen	104064			60.3	22.3	3	Air quality (urban)	2010	
Parainen Fagerholm	100924	19	2950	60.11	21.7	3	Weather	1989	
Parainen keskusta	100939	108		60.3	22.26	15	Precipitation	1958	1993
Parainen Mustfinnö	105443			60.32	22.13		Precipitation	1942	1959
Parainen Parainen	100843			60.3	22.28	20	Air quality (urban)	2013	
Parainen Rumar	100926	21	2933	60.13	21.64	61	Radar	1997	
Parainen Utö	100908	2	2981	59.78	21.37	6	Precipitation;Weather;Air quality	1881	
Parainen, Mustfinnå	100950	119		60.32	22.13		Precipitation	1900	1965
Parikkala Kangaskylä	101456	2816		61.53	29.48		Precipitation	1900	1965
Parikkala kk	101442	2802		61.55	29.5	73	Precipitation	1946	1982
Parikkala Koitsanlahti	101254	1802	2734	61.44	29.46	74	Weather	1991	
Parikkala Tarvaslampi	101451	2811		61.68	29.4	85	Precipitation	1983	1992
Parkano	105524			62.02	23.03		Precipitation	1926	1966
Parkano Jokiharju	106091			62.02	23.02		Precipitation	1951	1952
Parkano Kuivasjärvi	106050			62.13	22.98		Precipitation	1942	1947
Parkano Lamminkoski	101299	2207		62.11	23.05	134	Precipitation	1952	1998
Parkano Sydänmaa	106269			62.03	22.75		Precipitation	1942	1951
Parkano Vahojärvi	106210			61.93	23.17		Precipitation	1942	1949
Parola lentokenttä	105390			61.02	24.36	100	Weather	1950	1962
Pattijoki Jokela	101778	5303		64.67	24.61	15	Precipitation	1958	1993
Pattijoki Ylipää Nikkari	101777	5302		64.65	24.73	30	Precipitation	1961	1993
Pattijoki Ylipää Sorttanen	101780	5305		64.67	24.66		Precipitation	1965	1971
Pedersöre Lappfors	101664	4203		63.52	23.2		Precipitation	1960	1988
Pedersöre Vestersund	105890			63.67	22.65		Precipitation	1942	1950
Pelkosenniemi Kirkonkylä	105514			67.18	27.48		Precipitation	1939	1940
Pelkosenniemi parish	101947	7604		67.1	27.51	155	Precipitation	1968	
Pelkosenniemi Pyhätunturi	101958	7708	2705	67.02	27.22	491	Weather	1995	
Pelkosenniemi Pyhätunturi / Energia	101960	7710	2853	67.02	27.21	486	Weather	1993	2010
Pelkosenniemi Pyhätunturi / Mowie	101962	7712	2856	67.03	27.22	405	Weather	1999	2010
Pelkosenniemi Pyhätunturi /Mowie/Polar	101961	7711	2854	67.02	27.22	469	Weather	1999	2010
Pello Alisen-Alposjärvi	106239			66.57	24.23		Precipitation	1960	1961
Pello parish	101914	7307	2844	66.77	23.96	85	Weather	1970	
Pello Ruuhijärvi	101910	7303		66.85	24.66	180	Precipitation	1936	2004
Pello Sirkkakoski	101912	7305		66.65	24.43		Precipitation	1968	1988
Pello Turtolankylä	101903	7202		66.58	23.9	70	Precipitation	1908	2004
Perho	105661			63.22	24.42		Precipitation	1922	1930
Perho Jänkä	106363			63.27	24.53		Precipitation	1942	1943
Perho kk	101531	3312		63.22	24.41	154	Precipitation	1929	1975
Perho Salamajärvi	105693			63.28	24.53		Precipitation	1945	1965
Perho Salamajärvi	101526	3307		63.33	24.61	185	Precipitation	1945	1982
Pernaja Sarvilahti	101038	509		60.48	26.13	14	Weather	1973	1985
Perniö	105613			60.22	23.12		Precipitation	1942	1966
Pertteli Haali	105552			60.5	23.42		Precipitation	1933	1966
Pertteli Kaivola	105808			60.45	23.23		Precipitation	1942	1966
Pertteli Kaivola Artela	106139			60.45	23.23		Precipitation	1950	1955
Pertteli Kajala	106227			60.43	23.25		Precipitation	1942	1945
Pertunmaa Kirkonkylä	106190			61.53	26.5		Precipitation	1935	1943
Pertunmaa Laukkala	101393	2528	5276	61.53	26.33	145	Weather	1971	2006
Pertunmaa Ruorasmäki	101370	2505		61.6	26.4	170	Precipitation	1968	1991
Peräseinäjoki	106328			62.55	23.08		Precipitation	1928	1930
Peräseinäjoki Haukineva	101502	3118		62.55	22.95	102	Weather	1975	1993
Peräseinäjoki Viitala	105605			62.58	23.02		Precipitation	1942	1953
Petolahti Nyby	105731			62.82	21.55		Precipitation	1943	1966
Petsamo Maattivuono	106309			69.65	31.82		Precipitation	1935	1940
Petäjävesi	105468			62.25	25.18		Precipitation	1924	1926
Petäjävesi Kintaus	103813		2775	62.3	25.44	271	Radar	2015	
Petäjävesi Kuivasmäki	101355	2417		62.33	25.15	139	Precipitation	1955	2008
Petäjävesi Kuivasmäki	105579			62.37	25.3		Precipitation	1931	1966
Petäjävesi Kumpu	105754			62.28	25.23		Precipitation	1942	1945
Petäjävesi Petäjävedenkylä	105690			62.25	25.18		Precipitation	1942	1948
